%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2023 149 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 90.00 10.30 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 149 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 90.00 10.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 149 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 91.00 10.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 149 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 92.00 9.50 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 149 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 90.00 8.60 -999.00 -999.00 15.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 11.30 69.60 -999.00
2023 149 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 83.00 8.80 -999.00 -999.00 79.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 52.90 232.80 -999.00
2023 149 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 74.00 9.30 -999.00 -999.00 139.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 106.40 134.60 -999.00
2023 149 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 66.00 10.60 -999.00 -999.00 278.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 179.20 282.70 -999.00
2023 149 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 58.00 11.60 -999.00 -999.00 334.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 245.30 184.30 -999.00
2023 149 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 56.00 11.90 -999.00 -999.00 566.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 122.60 734.30 -999.00
2023 149 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 46.00 13.60 -999.00 -999.00 688.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 87.60 862.30 -999.00
2023 149 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 41.00 14.40 -999.00 -999.00 569.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 181.00 507.60 -999.00
2023 149 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.00000 34.00 15.10 -999.00 -999.00 332.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 247.10 107.60 -999.00
2023 149 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 32.00 15.20 -999.00 -999.00 675.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 177.10 612.30 -999.00
2023 149 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.00000 30.00 15.50 -999.00 -999.00 831.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.60 859.70 -999.00
2023 149 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 29.00 15.40 -999.00 -999.00 725.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 154.30 772.50 -999.00
2023 149 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 32.00 15.40 -999.00 -999.00 564.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 172.80 599.70 -999.00
2023 149 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 45.00 14.40 -999.00 -999.00 338.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 207.60 243.70 -999.00
2023 149 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 45.00 14.00 -999.00 -999.00 307.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 191.90 279.90 -999.00
2023 149 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 47.00 13.30 -999.00 -999.00 127.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 124.70 10.80 -999.00
2023 149 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 42.00 13.20 -999.00 -999.00 65.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 65.40 2.60 -999.00
2023 149 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 43.00 12.20 -999.00 -999.00 17.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 16.70 0.00 -999.00
2023 149 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 43.00 11.30 -999.00 -999.00 0.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.60 0.00 -999.00
2023 150 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 37.00 10.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 150 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 42.00 10.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 150 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 46.00 9.80 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 150 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 49.00 9.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 150 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 52.00 9.40 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.10 -999.00
2023 150 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 58.00 9.30 -999.00 -999.00 2.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 1.50 0.10 -999.00
2023 150 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 65.00 9.20 -999.00 -999.00 13.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 13.10 0.20 -999.00
2023 150 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 69.00 9.40 -999.00 -999.00 74.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 73.70 2.50 -999.00
2023 150 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 68.00 9.90 -999.00 -999.00 106.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 106.10 2.60 -999.00
2023 150 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 76.00 9.30 -999.00 -999.00 83.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 83.80 0.00 -999.00
2023 150 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 75.00 10.70 -999.00 -999.00 481.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 187.30 437.00 -999.00
2023 150 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 60.00 12.70 -999.00 -999.00 626.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 220.70 581.00 -999.00
2023 150 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 62.00 11.90 -999.00 -999.00 361.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 282.30 105.50 -999.00
2023 150 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 61.00 12.90 -999.00 -999.00 619.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 247.70 460.40 -999.00
2023 150 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 65.00 12.40 -999.00 -999.00 388.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 273.80 139.30 -999.00
2023 150 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 60.00 13.30 -999.00 -999.00 516.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 233.60 350.00 -999.00
2023 150 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 63.00 12.70 -999.00 -999.00 421.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 220.60 274.80 -999.00
2023 150 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 61.00 13.10 -999.00 -999.00 503.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 210.20 459.10 -999.00
2023 150 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 57.00 13.30 -999.00 -999.00 333.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 153.20 325.80 -999.00
2023 150 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 56.00 13.50 -999.00 -999.00 271.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 141.70 317.70 -999.00
2023 150 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 53.00 13.90 -999.00 -999.00 235.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 107.00 425.60 -999.00
2023 150 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 60.00 13.40 -999.00 -999.00 137.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 54.10 430.30 -999.00
2023 150 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 56.00 13.20 -999.00 -999.00 36.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 21.60 146.40 -999.00
2023 150 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 47.00 13.40 -999.00 -999.00 1.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 1.70 5.10 -999.00
2023 151 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 52.00 11.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 151 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 55.00 10.80 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 151 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 62.00 9.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 151 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 59.00 9.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 151 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 63.00 9.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 151 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 64.00 8.90 -999.00 -999.00 11.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 9.30 27.00 -999.00
2023 151 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 67.00 9.30 -999.00 -999.00 81.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 40.30 309.50 -999.00
2023 151 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 72.00 10.10 -999.00 -999.00 117.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 80.70 162.70 -999.00
2023 151 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 80.00 10.30 -999.00 -999.00 146.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 142.40 14.20 -999.00
2023 151 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 76.00 11.40 -999.00 -999.00 277.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 199.40 151.70 -999.00
2023 151 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 72.00 12.70 -999.00 -999.00 514.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 203.80 520.20 -999.00
2023 151 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.90000 71.00 13.10 -999.00 -999.00 598.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 244.30 509.70 -999.00
2023 151 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.00000 76.00 12.50 -999.00 -999.00 242.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 234.10 11.30 -999.00
2023 151 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 76.00 12.70 -999.00 -999.00 494.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 306.60 230.00 -999.00
2023 151 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 71.00 14.00 -999.00 -999.00 578.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 315.50 319.30 -999.00
2023 151 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 61.00 15.50 -999.00 -999.00 612.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 292.30 406.20 -999.00
2023 151 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 41.00 17.70 -999.00 -999.00 444.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 325.50 160.80 -999.00
2023 151 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.40000 37.00 17.90 -999.00 -999.00 426.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 250.50 278.00 -999.00
2023 151 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 35.00 18.10 -999.00 -999.00 300.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 196.70 198.80 -999.00
2023 151 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.80000 37.00 17.20 -999.00 -999.00 322.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 167.10 374.60 -999.00
2023 151 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.00000 40.00 16.40 -999.00 -999.00 218.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 125.60 290.70 -999.00
2023 151 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.00000 40.00 15.50 -999.00 -999.00 122.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 81.60 202.90 -999.00
2023 151 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.60000 41.00 14.30 -999.00 -999.00 29.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 25.00 44.30 -999.00
2023 151 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.50000 45.00 13.20 -999.00 -999.00 1.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.80 12.20 -999.00
2023 152 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 46.00 12.30 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 152 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 49.00 11.40 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 152 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 52.00 10.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 152 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 56.00 9.80 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 152 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 59.00 9.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 152 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 63.00 8.30 -999.00 -999.00 12.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 10.10 40.20 -999.00
2023 152 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 63.00 7.90 -999.00 -999.00 78.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 40.90 282.10 -999.00
2023 152 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 59.00 8.30 -999.00 -999.00 179.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 73.10 432.90 -999.00
2023 152 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.70000 56.00 8.90 -999.00 -999.00 254.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 175.10 232.30 -999.00
2023 152 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.50000 54.00 9.10 -999.00 -999.00 233.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 225.70 18.50 -999.00
2023 152 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.40000 52.00 9.70 -999.00 -999.00 478.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 183.30 475.50 -999.00
2023 152 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.90000 44.00 11.00 -999.00 -999.00 623.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 206.30 592.80 -999.00
2023 152 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.50000 39.00 11.90 -999.00 -999.00 613.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 270.80 448.30 -999.00
2023 152 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.30000 37.00 11.50 -999.00 -999.00 549.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 309.40 296.00 -999.00
2023 152 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.80000 40.00 10.70 -999.00 -999.00 231.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 191.40 48.00 -999.00
2023 152 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.00000 37.00 11.00 -999.00 -999.00 506.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 360.60 188.60 -999.00
2023 152 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.10000 35.00 10.90 -999.00 -999.00 552.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 311.30 328.90 -999.00
2023 152 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.40000 34.00 10.90 -999.00 -999.00 451.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 221.30 344.20 -999.00
2023 152 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.10000 42.00 10.00 -999.00 -999.00 373.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 228.90 278.20 -999.00
2023 152 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.90000 45.00 9.10 -999.00 -999.00 319.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.70 400.50 -999.00
2023 152 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 50.00 8.10 -999.00 -999.00 273.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 54.90 693.80 -999.00
2023 152 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 49.00 8.50 -999.00 -999.00 147.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 40.50 530.00 -999.00
2023 152 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 50.00 8.40 -999.00 -999.00 47.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 22.00 269.90 -999.00
2023 152 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 49.00 8.30 -999.00 -999.00 3.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 3.10 27.90 -999.00
2023 153 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 48.00 7.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 153 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 50.00 7.20 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 153 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 53.00 6.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 153 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 58.00 6.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 153 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 63.00 5.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 153 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 67.00 5.40 -999.00 -999.00 10.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 9.60 23.70 -999.00
2023 153 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 71.00 5.40 -999.00 -999.00 42.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 35.00 61.60 -999.00
2023 153 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.70000 72.00 5.60 -999.00 -999.00 101.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.10 9.10 -999.00
2023 153 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.30000 70.00 6.20 -999.00 -999.00 146.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 139.00 19.70 -999.00
2023 153 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.40000 66.00 7.40 -999.00 -999.00 254.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 182.60 148.60 -999.00
2023 153 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 65.00 7.80 -999.00 -999.00 560.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 217.70 557.30 -999.00
2023 153 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 72.00 7.60 -999.00 -999.00 553.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 209.70 483.80 -999.00
2023 153 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 56.00 9.70 -999.00 -999.00 666.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 231.20 560.40 -999.00
2023 153 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 55.00 9.60 -999.00 -999.00 487.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 234.40 312.50 -999.00
2023 153 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 68.00 9.30 -999.00 -999.00 519.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 300.40 265.60 -999.00
2023 153 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.00000 64.00 10.00 -999.00 -999.00 629.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 230.40 486.40 -999.00
2023 153 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 67.00 9.70 -999.00 -999.00 388.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 235.80 188.20 -999.00
2023 153 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 79.00 8.90 -999.00 -999.00 466.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 307.50 240.00 -999.00
2023 153 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 73.00 9.30 -999.00 -999.00 227.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 202.80 45.40 -999.00
2023 153 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 73.00 8.80 -999.00 -999.00 222.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 138.90 202.40 -999.00
2023 153 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 76.00 8.50 -999.00 -999.00 177.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 102.60 225.60 -999.00
2023 153 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 80.00 7.80 -999.00 -999.00 78.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 58.20 103.20 -999.00
2023 153 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 78.00 7.50 -999.00 -999.00 27.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 24.50 37.80 -999.00
2023 153 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 79.00 6.70 -999.00 -999.00 3.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 3.30 2.70 -999.00
2023 154 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 80.00 6.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 154 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 79.00 6.20 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 154 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 79.00 5.90 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.10 -999.00
2023 154 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 78.00 5.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 154 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 77.00 5.30 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 154 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 77.00 4.90 -999.00 -999.00 11.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 11.40 8.00 -999.00
2023 154 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 74.00 5.60 -999.00 -999.00 38.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 38.40 1.50 -999.00
2023 154 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 70.00 6.40 -999.00 -999.00 100.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.20 4.40 -999.00
2023 154 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 66.00 7.40 -999.00 -999.00 190.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 186.20 14.00 -999.00
2023 154 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 57.00 9.20 -999.00 -999.00 391.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 154.30 467.60 -999.00
2023 154 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 46.00 10.80 -999.00 -999.00 580.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 128.60 750.80 -999.00
2023 154 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 44.00 11.00 -999.00 -999.00 559.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 404.60 224.30 -999.00
2023 154 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 44.00 11.90 -999.00 -999.00 562.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 472.30 118.80 -999.00
2023 154 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 43.00 12.10 -999.00 -999.00 424.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 408.50 19.50 -999.00
